,Age,Bats/Throws,Height/Weight,Birthdate,Name,POS,pid
609,Age: 44,Bats/Throws: L/R,"6' 0"" / 211","6/19/1974 (44 y, 11 m, 2 d)",Doug Mientkiewicz,1B,741.0
610,Age: 46,Bats/Throws: R/L,"6' 3"" / 215","11/2/1972 (46 y, 6 m, 19 d)",Travis Miller,P,742.0
611,Age: 43,Bats/Throws: L/L,"6' 1"" / 220","8/4/1975 (43 y, 9 m, 17 d)",Eric Milton,P,743.0
612,Age: 42,Bats/Throws: R/R,"6' 1"" / 210","6/19/1976 (42 y, 11 m, 2 d)",Dustan Mohr,OF,744.0
613,Age: 43,Bats/Throws: L/L,"6' 4"" / 250","11/18/1975 (43 y, 6 m, 3 d)",David Ortiz,DH,745.0
614,Age: 42,Bats/Throws: L/R,"6' 4"" / 240","12/30/1976 (42 y, 4 m, 21 d)",A.J. Pierzynski,C,746.0
615,Age: 54,Bats/Throws: R/R,"5' 11"" / 206","8/13/1964 (54 y, 9 m, 8 d)",Tom Prince,C,747.0
616,Age: 46,Bats/Throws: R/R,"6' 2"" / 185","10/27/1972 (46 y, 6 m, 24 d)",Brad Radke,P,748.0
617,Age: 43,Bats/Throws: R/R,"6' 3"" / 225","10/29/1975 (43 y, 6 m, 22 d)",Scott Randall,P,749.0
618,Age: 53,Bats/Throws: R/R,"6' 1"" / 195","8/16/1965 (53 y, 9 m, 5 d)",Rick Reed,P,750.0
619,Age: 40,Bats/Throws: R/R,"6' 4"" / 250","1/3/1979 (40 y, 4 m, 18 d)",Mike Restovich,OF,751.0
620,Age: 40,Bats/Throws: R/R,"5' 11"" / 210","1/23/1979 (40 y, 3 m, 28 d)",Juan Rincon,P,752.0
621,Age: 39,Bats/Throws: R/R,"5' 11"" / 190","8/30/1979 (39 y, 8 m, 21 d)",Luis Rivas,2B,753.0
622,Age: 42,Bats/Throws: B/L,"5' 11"" / 205","6/4/1976 (42 y, 11 m, 17 d)",J.C. Romero,P,754.0
623,Age: 40,Bats/Throws: L/L,"6' 0"" / 210","3/13/1979 (40 y, 2 m, 8 d)",Johan Santana,P,755.0
624,Age: 41,Bats/Throws: L/L,"6' 4"" / 234","10/12/1977 (41 y, 7 m, 9 d)",Brad Thomas,P,757.0
625,Age: 52,Bats/Throws: R/R,"6' 2"" / 204","4/14/1967 (52 y, 1 m, 7 d)",Mike Trombley,P,758.0
626,Age: 43,Bats/Throws: B/R,"5' 10"" / 215","9/19/1975 (43 y, 8 m, 2 d)",Javier Valentin,C,759.0
627,Age: 52,Bats/Throws: R/R,"6' 0"" / 200","11/1/1966 (52 y, 6 m, 20 d)",Bob Wells,P,760.0
628,Age: 41,Bats/Throws: R/R,"6' 3"" / 225","4/29/1978 (41 y, 22 d)",Tony Armas Jr.,P,761.0
629,Age: 42,Bats/Throws: R/R,"6' 3"" / 210","10/22/1976 (42 y, 6 m, 29 d)",Michael Barrett,C,762.0
630,Age: 41,Bats/Throws: L/R,"6' 0"" / 204","11/9/1977 (41 y, 6 m, 12 d)",Peter Bergeron,OF,763.0
631,Age: 44,Bats/Throws: R/R,"5' 10"" / 194","11/2/1974 (44 y, 6 m, 19 d)",Orlando Cabrera,SS,766.0
632,Age: 41,Bats/Throws: L/L,"5' 11"" / 170","2/7/1978 (41 y, 3 m, 14 d)",Endy Chavez,OF,768.0
633,Age: 41,Bats/Throws: L/L,"6' 2"" / 215","6/19/1977 (41 y, 11 m, 2 d)",Bruce Chen,P,769.0
634,Age: 47,Bats/Throws: R/R,"6' 2"" / 230","10/3/1971 (47 y, 7 m, 18 d)",Wil Cordero,SS/OF,770.0
635,Age: 46,Bats/Throws: R/R,"6' 2"" / 170","11/15/1972 (46 y, 6 m, 6 d)",Darwin Cubillan,P,771.0
636,Age: 43,Bats/Throws: L/L,"6' 2"" / 220","3/17/1976 (43 y, 2 m, 4 d)",Scott Downs,P,773.0
637,Age: 48,Bats/Throws: L/L,"6' 0"" / 215","5/25/1970 (48 y, 11 m, 26 d)",Joey Eischen,P,774.0
638,Age: 45,Bats/Throws: B/R,"5' 9"" / 185","2/16/1974 (45 y, 3 m, 5 d)",Luis Figueroa,2B/SS,776.0
639,Age: 40,Bats/Throws: R/R,"5' 11"" / 170","12/11/1978 (40 y, 5 m, 10 d)",Dicky Gonzalez,P,777.0
640,Age: 44,Bats/Throws: R/R,"6' 3"" / 235","2/9/1975 (44 y, 3 m, 12 d)",Vladimir Guerrero,OF,778.0
641,Age: 49,Bats/Throws: L/R,"6' 0"" / 210","4/1/1970 (49 y, 1 m, 20 d)",Matt Herges,P,780.0
642,Age: 52,Bats/Throws: L/L,"6' 7"" / 225","4/9/1967 (52 y, 1 m, 12 d)",Graeme Lloyd,P,783.0
643,Age: 48,Bats/Throws: L/R,"6' 0"" / 240","10/8/1970 (48 y, 7 m, 13 d)",Sandy Martinez,C,784.0
644,Age: 33,Bats/Throws: R/R,"6' 3"" / 220","2/12/1986 (33 y, 3 m, 9 d)",Todd Frazier,3B,785.0
645,Age: 33,Bats/Throws: R/R,"5' 9"" / 175","10/17/1985 (33 y, 7 m, 4 d)",Jose De La Torre,P,787.0
646,Age: 43,Bats/Throws: R/R,"6' 1"" / 200","3/18/1976 (43 y, 2 m, 3 d)",Tomo Ohka,P,788.0
647,Age: 49,Bats/Throws: L/L,"6' 0"" / 208","8/4/1969 (49 y, 9 m, 17 d)",Troy O'Leary,OF,789.0
648,Age: 43,Bats/Throws: R/R,"6' 6"" / 264","1/8/1976 (43 y, 4 m, 13 d)",Carl Pavano,P,790.0
649,Age: 37,Bats/Throws: R/R,"6' 0"" / 211","6/28/1981 (37 y, 10 m, 23 d)",Brandon Phillips,2B,791.0
650,Age: 33,Bats/Throws: L/R,"6' 7"" / 260","2/10/1986 (33 y, 3 m, 11 d)",Duke Welker,P,792.0
651,Age: 45,Bats/Throws: R/R,"5' 11"" / 180","8/19/1973 (45 y, 9 m, 2 d)",Britt Reames,P,794.0
652,Age: 42,Bats/Throws: L/R,"6' 1"" / 210","11/26/1976 (42 y, 5 m, 25 d)",Brian Schneider,C,795.0
653,Age: 51,Bats/Throws: L/L,"6' 4"" / 235","10/3/1967 (51 y, 7 m, 18 d)",Lee Stevens,1B,796.0
654,Age: 43,Bats/Throws: R/L,"6' 2"" / 225","8/14/1975 (43 y, 9 m, 7 d)",Scott Stewart,P,797.0
655,Age: 44,Bats/Throws: R/R,"5' 11"" / 187","1/1/1975 (44 y, 4 m, 20 d)",Fernando Tatis,3B,798.0
656,Age: 45,Bats/Throws: R/R,"6' 2"" / 220","12/9/1973 (45 y, 5 m, 12 d)",Chris Truby,3B,799.0
657,Age: 40,Bats/Throws: R/R,"6' 3"" / 265","8/20/1978 (40 y, 9 m, 1 d)",T.J. Tucker,P,800.0
658,Age: 42,Bats/Throws: R/R,"6' 2"" / 210","7/25/1976 (42 y, 9 m, 26 d)",Javier Vazquez,P,801.0
659,Age: 44,Bats/Throws: B/R,"6' 0"" / 200","8/27/1974 (44 y, 8 m, 24 d)",Jose Vidro,2B,802.0
660,Age: 40,Bats/Throws: R/R,"6' 3"" / 205","4/16/1979 (40 y, 1 m, 5 d)",Justin Wayne,P,803.0
661,Age: 41,Bats/Throws: L/L,"6' 0"" / 205","6/1/1977 (41 y, 11 m, 20 d)",Brad Wilkerson,OF,804.0
662,Age: 48,Bats/Throws: R/R,"6' 3"" / 210","2/13/1971 (48 y, 3 m, 8 d)",Todd Williams,P,805.0
663,Age: 54,Bats/Throws: R/R,"6' 2"" / 210","4/20/1965 (54 y, 1 m, 1 d)",Masato Yoshii,P,807.0
664,Age: 41,Bats/Throws: R/R,"6' 2"" / 245","2/1/1978 (41 y, 3 m, 20 d)",Erick Almonte,SS,808.0
665,Age: 49,Bats/Throws: R/R,"6' 0"" / 215","2/10/1970 (49 y, 3 m, 11 d)",Alberto T. Castillo,C,812.0
666,Age: 43,Bats/Throws: L/L,"6' 1"" / 210","9/5/1975 (43 y, 8 m, 16 d)",Randy Choate,P,813.0
667,Age: 40,Bats/Throws: R/L,"6' 1"" / 200","5/1/1979 (40 y, 20 d)",Brandon Claussen,P,814.0
668,Age: 56,Bats/Throws: R/R,"6' 4"" / 235","8/4/1962 (56 y, 9 m, 17 d)",Roger Clemens,P,815.0
669,Age: 52,Bats/Throws: R/R,"6' 0"" / 215","11/18/1966 (52 y, 6 m, 3 d)",Ron Coomer,1B/3B,816.0
670,Age: 35,Bats/Throws: R/R,"6' 3"" / 205","7/9/1983 (35 y, 10 m, 12 d)",Robert Manuel,P,817.0
671,Age: 48,Bats/Throws: L/R,"6' 3"" / 240","1/8/1971 (48 y, 4 m, 13 d)",Jason Giambi,1B/DH,818.0
672,Age: 39,Bats/Throws: R/R,"6' 5"" / 222","2/13/1980 (39 y, 3 m, 8 d)",Drew Henson,3B,822.0
673,Age: 49,Bats/Throws: R/R,"6' 2"" / 220","10/11/1969 (49 y, 7 m, 10 d)",Orlando Hernandez,P,823.0
674,Age: 48,Bats/Throws: L/L,"6' 0"" / 205","4/29/1971 (48 y, 22 d)",Sterling Hitchcock,P,824.0
675,Age: 44,Bats/Throws: R/R,"6' 3"" / 195","6/26/1974 (44 y, 10 m, 25 d)",Derek Jeter,SS,826.0
676,Age: 40,Bats/Throws: L/L,"6' 3"" / 235","9/19/1978 (40 y, 8 m, 2 d)",Nick Johnson,1B,828.0
677,Age: 47,Bats/Throws: R/R,"6' 3"" / 215","3/24/1972 (47 y, 1 m, 27 d)",Steve Karsay,P,829.0
678,Age: 43,Bats/Throws: L/L,"6' 2"" / 200","2/24/1976 (43 y, 2 m, 27 d)",Randy Keisler,P,830.0
679,Age: 43,Bats/Throws: L/R,"6' 0"" / 195","10/1/1975 (43 y, 7 m, 20 d)",Brandon Knight,P,831.0
680,Age: 43,Bats/Throws: L/L,"6' 0"" / 190","1/4/1976 (43 y, 4 m, 17 d)",Ted Lilly,P,833.0
681,Age: 47,Bats/Throws: L/L,"5' 11"" / 195","11/17/1971 (47 y, 6 m, 4 d)",Billy McMillon,OF,834.0
682,Age: 46,Bats/Throws: R/R,"6' 2"" / 190","6/15/1972 (46 y, 11 m, 6 d)",Ramiro Mendoza,P,836.0
683,Age: 50,Bats/Throws: L/R,"6' 2"" / 190","12/8/1968 (50 y, 5 m, 13 d)",Mike Mussina,P,837.0
684,Age: 46,Bats/Throws: L/L,"6' 5"" / 225","6/15/1972 (46 y, 11 m, 6 d)",Andy Pettitte,P,840.0
685,Age: 47,Bats/Throws: B/R,"6' 2"" / 215","8/17/1971 (47 y, 9 m, 4 d)",Jorge Posada,C,841.0
686,Age: 45,Bats/Throws: L/L,"6' 3"" / 230","10/9/1973 (45 y, 7 m, 12 d)",Bill Pulsipher,P,842.0
687,Age: 40,Bats/Throws: R/R,"6' 2"" / 220","7/3/1978 (40 y, 10 m, 18 d)",Juan Rivera,OF,843.0
688,Age: 49,Bats/Throws: R/R,"6' 2"" / 195","11/29/1969 (49 y, 5 m, 22 d)",Mariano Rivera,P,844.0
689,Age: 44,Bats/Throws: R/R,"6' 4"" / 200","5/17/1975 (44 y, 4 d)",Scott Seabol,3B,846.0
690,Age: 43,Bats/Throws: R/R,"6' 1"" / 195","1/7/1976 (43 y, 4 m, 14 d)",Alfonso Soriano,2B/OF,847.0
691,Age: 47,Bats/Throws: R/R,"6' 0"" / 220","2/20/1972 (47 y, 3 m, 1 d)",Shane Spencer,OF,848.0
692,Age: 51,Bats/Throws: L/L,"6' 1"" / 215","6/2/1967 (51 y, 11 m, 19 d)",Mike Stanton,P,849.0
693,Age: 47,Bats/Throws: R/R,"6' 3"" / 190","12/26/1971 (47 y, 4 m, 25 d)",Jay Tessmer,P,851.0
694,Age: 45,Bats/Throws: R/R,"6' 5"" / 210","7/22/1973 (45 y, 9 m, 29 d)",Mike Thurman,P,852.0
695,Age: 53,Bats/Throws: L/R,"6' 5"" / 195","4/29/1966 (53 y, 22 d)",John Vander Wal,OF,853.0
696,Age: 51,Bats/Throws: L/R,"6' 1"" / 198","7/14/1967 (51 y, 10 m, 7 d)",Robin Ventura,3B,854.0
697,Age: 56,Bats/Throws: L/L,"6' 3"" / 248","5/20/1963 (56 y, 1 d)",David Wells,P,855.0
698,Age: 47,Bats/Throws: R/R,"6' 1"" / 225","2/23/1972 (47 y, 2 m, 28 d)",Rondell White,OF,856.0
699,Age: 50,Bats/Throws: B/R,"6' 2"" / 205","9/13/1968 (50 y, 8 m, 8 d)",Bernie Williams,OF,857.0
700,Age: 45,Bats/Throws: B/R,"5' 11"" / 190","7/27/1973 (45 y, 9 m, 24 d)",Enrique Wilson,2B/3B/SS,858.0
701,Age: 45,Bats/Throws: R/R,"5' 11"" / 210","11/8/1973 (45 y, 6 m, 13 d)",Edgardo Alfonzo,2B/3B,859.0
702,Age: 51,Bats/Throws: B/R,"6' 0"" / 185","2/5/1968 (51 y, 3 m, 16 d)",Roberto Alomar,2B,860.0
703,Age: 49,Bats/Throws: R/R,"6' 2"" / 210","11/28/1969 (49 y, 5 m, 23 d)",Pedro Astacio,P,862.0
704,Age: 41,Bats/Throws: L/L,"6' 3"" / 190","11/11/1977 (41 y, 6 m, 10 d)",Mike Bacsik,P,863.0
705,Age: 44,Bats/Throws: L/L,"6' 4"" / 203","5/22/1974 (44 y, 11 m, 29 d)",John Bale,P,864.0
706,Age: 46,Bats/Throws: R/R,"6' 4"" / 260","11/3/1972 (46 y, 6 m, 18 d)",Armando Benitez,P,865.0
707,Age: 50,Bats/Throws: L/R,"6' 0"" / 210","4/15/1969 (50 y, 1 m, 6 d)",Jeromy Burnitz,OF,867.0
708,Age: 33,Bats/Throws: R/R,"6' 0"" / 205","10/23/1985 (33 y, 6 m, 28 d)",Sam Demel,P,868.0
709,Age: 44,Bats/Throws: B/R,"6' 1"" / 205","8/16/1974 (44 y, 9 m, 5 d)",Roger Cedeno,OF,869.0
710,Age: 44,Bats/Throws: R/R,"6' 3"" / 220","11/16/1974 (44 y, 6 m, 5 d)",Mark Corey,P,870.0
711,Age: 43,Bats/Throws: R/R,"6' 7"" / 250","12/27/1975 (43 y, 4 m, 24 d)",Jeff D'Amico,P,871.0
712,Age: 43,Bats/Throws: R/R,"6' 3"" / 190","6/25/1975 (43 y, 10 m, 26 d)",Kane Davis,P,872.0
713,Age: 46,Bats/Throws: R/L,"6' 2"" / 200","2/18/1973 (46 y, 3 m, 3 d)",Shawn Estes,P,873.0
714,Age: 58,Bats/Throws: L/L,"5' 10"" / 185","9/17/1960 (58 y, 8 m, 4 d)",John Franco,P,874.0
715,Age: 53,Bats/Throws: R/L,"6' 4"" / 215","9/22/1965 (53 y, 7 m, 29 d)",Mark Guthrie,P,876.0
716,Age: 35,Bats/Throws: R/R,"6' 4"" / 230","9/14/1983 (35 y, 8 m, 7 d)",John Hester,C,877.0
717,Age: 53,Bats/Throws: R/R,"6' 2"" / 195","9/15/1965 (53 y, 8 m, 6 d)",Satoru Komiyama,P,881.0
718,Age: 45,Bats/Throws: B/R,"6' 0"" / 198","5/26/1973 (45 y, 11 m, 25 d)",Chris Latham,OF,882.0
719,Age: 53,Bats/Throws: L/L,"6' 3"" / 220","10/23/1965 (53 y, 6 m, 28 d)",Al Leiter,P,883.0
720,Age: 34,Bats/Throws: L/L,"6' 3"" / 215","2/2/1985 (34 y, 3 m, 19 d)",Scott Maine,P,885.0
721,Age: 34,Bats/Throws: L/L,"6' 4"" / 195","10/14/1984 (34 y, 7 m, 7 d)",Kris Johnson,P,886.0
722,Age: 46,Bats/Throws: R/R,"5' 11"" / 170","10/19/1972 (46 y, 7 m, 2 d)",Joe McEwing,2B/OF,887.0
723,Age: 34,Bats/Throws: R/R,"6' 4"" / 215","9/24/1984 (34 y, 7 m, 27 d)",Scott Carroll,P,888.0
724,Age: 48,Bats/Throws: R/R,"5' 9"" / 159","1/11/1971 (48 y, 4 m, 10 d)",Rey Ordonez,SS,889.0
725,Age: 46,Bats/Throws: R/R,"5' 10"" / 207","11/22/1972 (46 y, 5 m, 29 d)",Jay Payton,OF,890.0
726,Age: 44,Bats/Throws: L/L,"5' 9"" / 180","4/8/1975 (44 y, 1 m, 13 d)",Timo Perez,OF,891.0
727,Age: 42,Bats/Throws: R/R,"6' 1"" / 220","9/27/1976 (42 y, 7 m, 24 d)",Jason Phillips,C/1B,892.0
728,Age: 50,Bats/Throws: R/R,"6' 3"" / 215","9/4/1968 (50 y, 8 m, 17 d)",Mike Piazza,C,893.0
729,Age: 41,Bats/Throws: R/R,"6' 3"" / 205","9/13/1977 (41 y, 8 m, 8 d)",Grant Roberts,P,894.0
730,Age: 41,Bats/Throws: R/R,"6' 0"" / 225","5/24/1977 (41 y, 11 m, 27 d)",Jae Seo,P,895.0
731,Age: 38,Bats/Throws: R/R,"6' 5"" / 245","8/23/1980 (38 y, 8 m, 28 d)",Pat Strange,P,896.0
732,Age: 43,Bats/Throws: R/R,"5' 11"" / 223","4/26/1976 (43 y, 25 d)",Scott Strickland,P,897.0
733,Age: 48,Bats/Throws: R/R,"6' 4"" / 205","10/31/1970 (48 y, 6 m, 21 d)",Steve Trachsel,P,898.0
734,Age: 51,Bats/Throws: L/L,"6' 1"" / 275","12/15/1967 (51 y, 5 m, 6 d)",Mo Vaughn,1B,899.0
735,Age: 44,Bats/Throws: R/R,"5' 9"" / 190","1/12/1975 (44 y, 4 m, 9 d)",Jorge Velandia,2B/SS,900.0
736,Age: 43,Bats/Throws: R/R,"6' 3"" / 262","5/15/1976 (43 y, 6 d)",Tyler Walker,P,901.0
737,Age: 49,Bats/Throws: R/R,"6' 3"" / 238","9/25/1969 (49 y, 7 m, 26 d)",David Weathers,P,902.0
738,Age: 46,Bats/Throws: R/R,"5' 11"" / 215","3/17/1973 (46 y, 2 m, 4 d)",Vance Wilson,C,903.0
739,Age: 44,Bats/Throws: R/R,"6' 5"" / 215","9/14/1974 (44 y, 8 m, 7 d)",Chad Bradford,P,904.0
740,Age: 43,Bats/Throws: R/R,"6' 2"" / 205","2/16/1976 (43 y, 3 m, 5 d)",Eric Byrnes,OF,905.0
741,Age: 41,Bats/Throws: L/R,"6' 1"" / 215","12/7/1977 (41 y, 5 m, 14 d)",Eric Chavez,3B,906.0
742,Age: 42,Bats/Throws: R/R,"6' 1"" / 200","10/22/1976 (42 y, 6 m, 29 d)",Mike Colangelo,OF,907.0
743,Age: 41,Bats/Throws: R/R,"6' 3"" / 199","11/19/1977 (41 y, 6 m, 2 d)",Justin Duchscherer,P,910.0
744,Age: 45,Bats/Throws: R/R,"6' 5"" / 245","1/28/1974 (45 y, 3 m, 23 d)",Jermaine Dye,OF,911.0
745,Age: 44,Bats/Throws: L/L,"6' 0"" / 216","9/30/1974 (44 y, 7 m, 21 d)",Jeremy Giambi,DH/OF,913.0
746,Age: 34,Bats/Throws: L/L,"6' 4"" / 225","4/12/1985 (34 y, 1 m, 9 d)",Brennan Boesch,OF,914.0
747,Age: 42,Bats/Throws: R/R,"5' 9"" / 185","9/16/1976 (42 y, 8 m, 5 d)",Chad Harville,P,915.0
748,Age: 49,Bats/Throws: L/R,"6' 1"" / 212","12/14/1969 (49 y, 5 m, 7 d)",Scott Hatteberg,C/1B,916.0
749,Age: 35,Bats/Throws: R/R,"6' 1"" / 180","8/24/1983 (35 y, 8 m, 27 d)",Alan Johnson,P,917.0
750,Age: 43,Bats/Throws: R/R,"6' 0"" / 220","5/20/1976 (43 y, 1 d)",Ramon Hernandez,C,918.0
751,Age: 46,Bats/Throws: R/R,"6' 6"" / 230","12/25/1972 (46 y, 4 m, 26 d)",Erik Hiljus,P,919.0
752,Age: 46,Bats/Throws: L/L,"5' 9"" / 180","10/10/1972 (46 y, 7 m, 11 d)",Mike Holtz,P,920.0
753,Age: 43,Bats/Throws: R/R,"6' 1"" / 175","7/14/1975 (43 y, 10 m, 7 d)",Tim Hudson,P,921.0
754,Age: 53,Bats/Throws: L/L,"6' 3"" / 215","4/14/1966 (53 y, 1 m, 7 d)",David Justice,OF,923.0
755,Age: 44,Bats/Throws: R/R,"6' 3"" / 210","12/14/1974 (44 y, 5 m, 7 d)",Billy Koch,P,924.0
756,Age: 41,Bats/Throws: R/R,"6' 3"" / 230","8/15/1977 (41 y, 9 m, 6 d)",Allen Levrault,P,925.0
757,Age: 47,Bats/Throws: R/R,"5' 11"" / 190","3/22/1972 (47 y, 1 m, 29 d)",Cory Lidle,P,926.0
758,Age: 43,Bats/Throws: L/L,"6' 1"" / 200","2/29/1976 (43 y, 2 m, 22 d)",Terrence Long,OF,927.0
759,Age: 53,Bats/Throws: L/L,"6' 2"" / 212","6/17/1965 (53 y, 11 m, 4 d)",Mike Magnante,P,929.0
760,Age: 49,Bats/Throws: B/R,"6' 1"" / 230","5/16/1970 (49 y, 5 d)",Jim Mecir,P,930.0
761,Age: 48,Bats/Throws: R/R,"5' 8"" / 200","1/7/1971 (48 y, 4 m, 14 d)",Frank Menechino,2B,931.0
762,Age: 41,Bats/Throws: L/L,"6' 6"" / 215","8/5/1977 (41 y, 9 m, 16 d)",Mark Mulder,P,932.0
763,Age: 53,Bats/Throws: L/R,"6' 2"" / 225","4/14/1966 (53 y, 1 m, 7 d)",Greg Myers,C,933.0
764,Age: 41,Bats/Throws: L/L,"6' 2"" / 225","5/17/1978 (41 y, 4 d)",Carlos Pena,1B,934.0
765,Age: 43,Bats/Throws: R/R,"6' 2"" / 195","2/8/1976 (43 y, 3 m, 13 d)",Adam Piatt,OF,935.0
766,Age: 32,Bats/Throws: R/R,"6' 6"" / 232","7/11/1986 (32 y, 10 m, 10 d)",Bryan Augenstein,P,936.0
767,Age: 48,Bats/Throws: R/R,"6' 1"" / 230","10/8/1970 (48 y, 7 m, 13 d)",Olmedo Saenz,1B/3B,937.0
768,Age: 49,Bats/Throws: L/L,"6' 0"" / 185","5/14/1970 (49 y, 7 d)",Larry Sutton,1B/OF,939.0
769,Age: 48,Bats/Throws: R/R,"6' 1"" / 202","8/19/1970 (48 y, 9 m, 2 d)",Jeff Tam,P,940.0
770,Age: 44,Bats/Throws: R/R,"5' 9"" / 220","5/25/1974 (44 y, 11 m, 26 d)",Miguel Tejada,SS,941.0
771,Age: 56,Bats/Throws: R/R,"6' 0"" / 200","11/24/1962 (56 y, 5 m, 27 d)",Randy Velarde,2B,942.0
772,Age: 45,Bats/Throws: L/L,"5' 10"" / 180","8/2/1973 (45 y, 9 m, 19 d)",Mike Venafro,P,943.0
773,Age: 41,Bats/Throws: L/L,"6' 2"" / 205","5/13/1978 (41 y, 8 d)",Barry Zito,P,944.0
774,Age: 45,Bats/Throws: L/R,"6' 0"" / 220","3/11/1974 (45 y, 2 m, 10 d)",Bobby Abreu,OF,945.0
775,Age: 46,Bats/Throws: R/R,"6' 3"" / 225","3/6/1973 (46 y, 2 m, 15 d)",Terry Adams,P,946.0
776,Age: 45,Bats/Throws: L/R,"5' 11"" / 200","1/6/1974 (45 y, 4 m, 15 d)",Marlon Anderson,2B,947.0
777,Age: 49,Bats/Throws: L/R,"6' 1"" / 215","8/26/1969 (49 y, 8 m, 25 d)",Ricky Bottalico,P,948.0
778,Age: 42,Bats/Throws: R/R,"6' 4"" / 235","10/10/1976 (42 y, 7 m, 11 d)",Pat Burrell,OF,949.0
779,Age: 41,Bats/Throws: R/R,"6' 0"" / 245","8/30/1977 (41 y, 8 m, 21 d)",Marlon Byrd,OF,950.0
780,Age: 42,Bats/Throws: R/R,"6' 4"" / 212","10/30/1976 (42 y, 6 m, 21 d)",Dave Coggin,P,951.0
781,Age: 52,Bats/Throws: L/L,"5' 10"" / 195","4/23/1967 (52 y, 28 d)",Rheal Cormier,P,952.0
782,Age: 43,Bats/Throws: R/R,"6' 1"" / 215","1/23/1976 (43 y, 3 m, 28 d)",Brandon Duckworth,P,954.0
783,Age: 42,Bats/Throws: B/R,"5' 11"" / 254","6/27/1976 (42 y, 10 m, 24 d)",Johnny Estrada,C,955.0
784,Age: 48,Bats/Throws: R/R,"6' 2"" / 174","8/25/1970 (48 y, 8 m, 26 d)",Doug Glanville,OF,956.0
785,Age: 35,Bats/Throws: R/R,"6' 1"" / 190","3/19/1984 (35 y, 2 m, 2 d)",Matt Downs,2B,957.0
786,Age: 43,Bats/Throws: L/L,"6' 3"" / 225","5/26/1975 (43 y, 11 m, 25 d)",Travis Lee,1B,958.0
787,Age: 47,Bats/Throws: R/R,"6' 0"" / 195","1/18/1972 (47 y, 4 m, 3 d)",Mike Lieberthal,C,959.0
788,Age: 45,Bats/Throws: L/L,"6' 3"" / 235","4/29/1974 (45 y, 22 d)",Hector Mercado,P,960.0
789,Age: 52,Bats/Throws: R/R,"6' 3"" / 235","5/22/1966 (52 y, 11 m, 29 d)",Jose Mesa,P,961.0
790,Age: 38,Bats/Throws: R/R,"6' 4"" / 240","8/17/1980 (38 y, 9 m, 4 d)",Brett Myers,P,962.0
791,Age: 44,Bats/Throws: R/R,"6' 4"" / 210","10/2/1974 (44 y, 7 m, 19 d)",Doug Nickle,P,963.0
792,Age: 41,Bats/Throws: R/R,"6' 0"" / 230","9/27/1977 (41 y, 7 m, 24 d)",Vicente Padilla,P,964.0
793,Age: 45,Bats/Throws: B/R,"5' 11"" / 180","12/29/1973 (45 y, 4 m, 22 d)",Tomas Perez,2B/3B/SS,965.0
794,Age: 49,Bats/Throws: R/R,"6' 0"" / 193","10/6/1969 (49 y, 7 m, 15 d)",Robert Person,P,966.0
795,Age: 45,Bats/Throws: R/R,"5' 10"" / 195","2/27/1974 (45 y, 2 m, 24 d)",Cliff Politte,P,967.0
796,Age: 52,Bats/Throws: R/R,"6' 3"" / 240","2/9/1967 (52 y, 3 m, 12 d)",Todd Pratt,C,968.0
797,Age: 47,Bats/Throws: R/R,"6' 2"" / 210","10/11/1971 (47 y, 7 m, 10 d)",Joe Roa,P,969.0
798,Age: 44,Bats/Throws: R/R,"6' 4"" / 245","4/4/1975 (44 y, 1 m, 17 d)",Scott Rolen,3B,970.0
799,Age: 40,Bats/Throws: B/R,"5' 7"" / 175","11/27/1978 (40 y, 5 m, 24 d)",Jimmy Rollins,SS,971.0
800,Age: 44,Bats/Throws: R/R,"6' 3"" / 225","11/5/1974 (44 y, 6 m, 16 d)",Jose Santiago,P,972.0
801,Age: 40,Bats/Throws: R/R,"6' 4"" / 250","4/23/1979 (40 y, 28 d)",Carlos Silva,P,973.0
802,Age: 52,Bats/Throws: L/R,"6' 2"" / 205","5/19/1967 (52 y, 2 d)",Turk Wendell,P,975.0
803,Age: 42,Bats/Throws: L/L,"6' 0"" / 205","8/22/1976 (42 y, 8 m, 29 d)",Randy Wolf,P,976.0
804,Age: 43,Bats/Throws: L/L,"6' 1"" / 210","1/22/1976 (43 y, 3 m, 29 d)",Jimmy Anderson,P,977.0
805,Age: 42,Bats/Throws: R/R,"6' 4"" / 190","2/24/1977 (42 y, 2 m, 27 d)",Bronson Arroyo,P,978.0
806,Age: 42,Bats/Throws: L/L,"6' 3"" / 205","4/19/1977 (42 y, 1 m, 2 d)",Joe Beimel,P,979.0
807,Age: 53,Bats/Throws: R/R,"6' 0"" / 172","11/22/1965 (53 y, 5 m, 29 d)",Mike Benjamin,3B/SS,981.0
808,Age: 44,Bats/Throws: R/R,"6' 4"" / 205","11/7/1974 (44 y, 6 m, 14 d)",Kris Benson,P,982.0
809,Age: 49,Bats/Throws: B/R,"6' 2"" / 195","1/8/1970 (49 y, 4 m, 13 d)",Brian Boehringer,P,984.0
810,Age: 45,Bats/Throws: B/R,"6' 0"" / 190","2/7/1974 (45 y, 3 m, 14 d)",Adrian Brown,OF,985.0
811,Age: 54,Bats/Throws: R/R,"6' 4"" / 239","12/19/1964 (54 y, 5 m, 2 d)",Mike Fetters,P,988.0
